epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,57.181,0.84309,2.29185,0.9077,0.96875,0.54601,0.75485,0.577,0.87197,7.86254,0.97786,0.00088615,0.00088615,0.00088615
25,59.5526,0.74648,2.24513,0.88359,0.96429,0.53988,0.74869,0.5872,0.89273,7.77868,0.99653,0.0008812,0.0008812,0.0008812
26,61.8758,0.7818,2.24532,0.88136,0.97368,0.55521,0.763,0.58852,0.81061,7.38935,0.98899,0.00087625,0.00087625,0.00087625
27,64.2395,0.80634,2.27083,0.90946,1,0.54601,0.7705,0.64011,0.80386,7.63782,0.96763,0.0008713,0.0008713,0.0008713
28,66.6834,0.80871,2.24378,0.89021,0.97059,0.54908,0.75868,0.60239,0.75502,7.31522,0.97369,0.00086635,0.00086635,0.00086635
29,69.0172,0.73247,1.99987,0.87173,0.975,0.55828,0.76505,0.62408,0.78581,7.0162,0.97838,0.0008614,0.0008614,0.0008614
30,71.4595,0.7705,2.13376,0.90237,1,0.54601,0.7705,0.67709,0.67437,7.25048,0.92523,0.00085645,0.00085645,0.00085645
31,73.7766,0.7236,2.00447,0.87682,1,0.55521,0.77511,0.67658,0.71223,7.30525,0.92901,0.0008515,0.0008515,0.0008515
32,76.1313,0.73503,2.00263,0.88814,0.975,0.55828,0.76555,0.69209,0.66864,7.53969,0.91714,0.00084655,0.00084655,0.00084655
33,78.4513,0.76456,1.96845,0.8857,0.975,0.55828,0.76555,0.66315,0.67662,7.04261,0.92445,0.0008416,0.0008416,0.0008416
34,80.7695,0.72028,1.96986,0.87073,0.98145,0.55828,0.76555,0.66789,0.6334,6.85583,0.9271,0.00083665,0.00083665,0.00083665
35,83.1596,0.68855,1.952,0.86347,0.975,0.55828,0.76555,0.66966,0.61001,6.98406,0.91907,0.0008317,0.0008317,0.0008317
36,85.4957,0.7349,1.97004,0.8807,1,0.54908,0.77204,0.68129,0.66931,7.17166,0.9299,0.00082675,0.00082675,0.00082675
37,87.8152,0.70612,1.91971,0.87568,0.975,0.55828,0.76505,0.67326,0.6461,7.083,0.93868,0.0008218,0.0008218,0.0008218
38,90.1721,0.70813,1.95393,0.88109,0.97424,0.54601,0.75641,0.66156,0.65873,6.92777,0.9351,0.00081685,0.00081685,0.00081685
39,92.4825,0.69881,1.83294,0.86725,0.98661,0.54601,0.75641,0.70581,0.62529,7.91066,0.89045,0.0008119,0.0008119,0.0008119
40,94.8346,0.71376,1.87739,0.87199,0.975,0.55828,0.76505,0.67598,0.61809,8.11906,0.89477,0.00080695,0.00080695,0.00080695
41,97.2609,0.72196,1.80389,0.86393,0.98697,0.54601,0.75641,0.69073,0.60159,7.73484,0.89995,0.000802,0.000802,0.000802
42,99.6391,0.6721,1.90381,0.86844,0.97368,0.55521,0.763,0.70095,0.59098,7.49721,0.90307,0.00079705,0.00079705,0.00079705
43,102.327,0.65247,1.71163,0.85697,0.97059,0.54908,0.75839,0.67061,0.60221,7.50498,0.91138,0.0007921,0.0007921,0.0007921
44,104.78,0.65515,1.7437,0.85576,0.96875,0.54601,0.75391,0.70071,0.58432,7.45859,0.91216,0.00078715,0.00078715,0.00078715
45,107.254,0.73211,1.77085,0.88215,0.96875,0.54601,0.75641,0.70337,0.57126,6.99713,0.92025,0.0007822,0.0007822,0.0007822
46,109.557,0.66316,1.71918,0.86978,0.95,0.52761,0.73667,0.68692,0.55982,6.77833,0.9006,0.00077725,0.00077725,0.00077725
47,111.874,0.66748,1.86147,0.86439,0.5,0.5,0.4975,0.43674,0.56466,6.91366,0.89794,0.0007723,0.0007723,0.0007723
48,114.329,0.70997,1.86107,0.87593,0.96667,0.54294,0.75087,0.69626,0.51273,8.00099,0.88115,0.00076735,0.00076735,0.00076735
49,116.649,0.66738,1.70007,0.8657,0.96875,0.54601,0.75547,0.70858,0.51311,7.98234,0.86614,0.0007624,0.0007624,0.0007624
50,118.976,0.63711,1.76766,0.86278,0.96429,0.53988,0.74816,0.69726,0.52307,7.94697,0.84744,0.00075745,0.00075745,0.00075745
51,121.298,0.68108,1.73891,0.85964,0.96875,0.54601,0.7536,0.68632,0.5115,7.45148,0.86502,0.0007525,0.0007525,0.0007525
52,123.629,0.62795,1.68098,0.85021,1,0.53988,0.76744,0.71769,0.51299,7.32812,0.86955,0.00074755,0.00074755,0.00074755
53,125.943,0.69029,1.76526,0.88111,1,0.50307,0.74903,0.71057,0.50296,7.29979,0.88581,0.0007426,0.0007426,0.0007426
54,128.266,0.67492,1.84921,0.86414,1,0.55521,0.77511,0.75616,0.49914,7.25146,0.88395,0.00073765,0.00073765,0.00073765
55,130.78,0.63741,1.71087,0.85657,0.97059,0.54908,0.75809,0.74768,0.47517,7.64742,0.83891,0.0007327,0.0007327,0.0007327
56,133.128,0.61221,1.59377,0.85578,0.96875,0.54601,0.75578,0.71199,0.53251,7.95755,0.84985,0.00072775,0.00072775,0.00072775
57,135.449,0.60351,1.59365,0.84927,0.96875,0.54601,0.75578,0.70971,0.50469,7.67893,0.85861,0.0007228,0.0007228,0.0007228
58,137.803,0.61929,1.61791,0.84747,0.96875,0.54601,0.75578,0.70709,0.4899,7.79586,0.84645,0.00071785,0.00071785,0.00071785
59,140.147,0.65459,1.73359,0.86959,0.96875,0.54601,0.7561,0.71089,0.47237,7.58485,0.85145,0.0007129,0.0007129,0.0007129
60,142.501,0.59869,1.71669,0.85441,0.975,0.55828,0.7653,0.69434,0.47223,7.47361,0.87295,0.00070795,0.00070795,0.00070795
61,144.823,0.57327,1.53087,0.84108,0.975,0.55828,0.76555,0.68942,0.51131,7.33193,0.90566,0.000703,0.000703,0.000703
62,147.147,0.58978,1.55311,0.84704,0.975,0.55828,0.7643,0.69714,0.49432,8.06415,0.85748,0.00069805,0.00069805,0.00069805
63,149.47,0.62583,1.63396,0.85694,0.97059,0.54908,0.7575,0.7127,0.46103,7.9249,0.84981,0.0006931,0.0006931,0.0006931
64,151.814,0.59969,1.63781,0.84394,0.96875,0.54601,0.75578,0.71974,0.47012,7.76679,0.87647,0.00068815,0.00068815,0.00068815
65,154.176,0.59542,1.57089,0.84313,0.96875,0.54601,0.7561,0.74747,0.44126,7.7598,0.85944,0.0006832,0.0006832,0.0006832
66,156.572,0.58929,1.55712,0.8396,0.98005,0.54601,0.75641,0.75096,0.44121,7.84469,0.86784,0.00067825,0.00067825,0.00067825
67,159.03,0.58575,1.54689,0.85644,0.98756,0.54601,0.75641,0.74221,0.47316,7.79798,0.88443,0.0006733,0.0006733,0.0006733
68,161.358,0.60828,1.70346,0.85169,1,0.54294,0.76897,0.72176,0.51053,7.78807,0.85984,0.00066835,0.00066835,0.00066835
69,163.718,0.60247,1.55322,0.84717,0.97222,0.55215,0.76087,0.71709,0.5171,7.63785,0.87767,0.0006634,0.0006634,0.0006634
70,166.043,0.60353,1.55987,0.84972,0.97222,0.55215,0.76115,0.73819,0.48986,7.41715,0.89338,0.00065845,0.00065845,0.00065845
71,168.394,0.5965,1.55672,0.8493,1,0.54294,0.76897,0.76185,0.43503,7.87316,0.85825,0.0006535,0.0006535,0.0006535
72,170.774,0.57692,1.54382,0.85012,1,0.55828,0.77663,0.76221,0.44754,7.79112,0.86964,0.00064855,0.00064855,0.00064855
73,173.107,0.57626,1.49846,0.83817,1,0.54601,0.7705,0.75706,0.46173,7.51269,0.86944,0.0006436,0.0006436,0.0006436
74,175.422,0.59216,1.6215,0.84301,1,0.54294,0.76897,0.72768,0.46616,7.23737,0.87766,0.00063865,0.00063865,0.00063865
75,177.742,0.55372,1.48967,0.84214,1,0.54601,0.7705,0.7604,0.45505,7.41615,0.88804,0.0006337,0.0006337,0.0006337
76,180.181,0.53026,1.51763,0.83052,1,0.54908,0.77204,0.7069,0.47984,7.69386,0.90266,0.00062875,0.00062875,0.00062875
77,182.488,0.57677,1.42992,0.83782,1,0.54601,0.7705,0.70949,0.48499,7.81998,0.8927,0.0006238,0.0006238,0.0006238
78,184.812,0.58255,1.45646,0.84541,1,0.54294,0.76897,0.71941,0.47722,7.62342,0.87819,0.00061885,0.00061885,0.00061885
79,187.208,0.56049,1.45527,0.83803,1,0.54294,0.76897,0.71218,0.47454,7.53265,0.88278,0.0006139,0.0006139,0.0006139
80,189.688,0.60056,1.60084,0.84254,1,0.54294,0.76897,0.71787,0.48789,7.2996,0.8988,0.00060895,0.00060895,0.00060895
81,191.994,0.57359,1.53165,0.84814,1,0.54601,0.7705,0.73734,0.4735,7.51917,0.89776,0.000604,0.000604,0.000604
82,194.312,0.54438,1.43554,0.83891,0.9909,0.54601,0.75641,0.73571,0.47267,7.59993,0.90206,0.00059905,0.00059905,0.00059905
83,196.629,0.56058,1.45971,0.83359,0.98886,0.54513,0.7705,0.72744,0.47763,7.78358,0.8826,0.0005941,0.0005941,0.0005941
84,198.974,0.56102,1.5035,0.83559,1,0.54601,0.7705,0.72999,0.48299,7.48062,0.8836,0.00058915,0.00058915,0.00058915
85,201.286,0.56209,1.51574,0.83285,0.97975,0.55828,0.76555,0.73631,0.47118,7.14913,0.89125,0.0005842,0.0005842,0.0005842
86,203.614,0.5571,1.41706,0.8357,0.97397,0.55828,0.76555,0.72063,0.48674,7.23807,0.90354,0.00057925,0.00057925,0.00057925
87,205.925,0.58616,1.45643,0.84427,0.98387,0.55215,0.77357,0.71975,0.51537,7.4623,0.91351,0.0005743,0.0005743,0.0005743
88,208.276,0.54893,1.43885,0.83445,0.99557,0.54294,0.76897,0.72188,0.48948,7.70936,0.89917,0.00056935,0.00056935,0.00056935
89,210.603,0.56966,1.50176,0.84492,0.99611,0.54475,0.7705,0.7239,0.47144,7.77371,0.88264,0.0005644,0.0005644,0.0005644
90,212.932,0.55115,1.45361,0.84347,1,0.55215,0.77357,0.72086,0.47497,7.22784,0.887,0.00055945,0.00055945,0.00055945
91,215.257,0.54277,1.52088,0.83601,0.9936,0.54294,0.76897,0.72017,0.48819,7.20935,0.88638,0.0005545,0.0005545,0.0005545
92,217.612,0.58695,1.48873,0.84908,0.99641,0.54294,0.76897,0.72324,0.45502,7.24993,0.88105,0.00054955,0.00054955,0.00054955
93,220.113,0.57624,1.47685,0.84637,0.99422,0.54488,0.7705,0.73375,0.47056,7.10441,0.89351,0.0005446,0.0005446,0.0005446
94,222.432,0.53925,1.40258,0.83933,0.98871,0.54592,0.7705,0.72537,0.45835,7.23473,0.89133,0.00053965,0.00053965,0.00053965
95,224.765,0.53683,1.38217,0.82506,0.98387,0.54294,0.76848,0.7373,0.45505,7.58437,0.8612,0.0005347,0.0005347,0.0005347
96,227.113,0.55875,1.40521,0.83889,0.98387,0.54601,0.7684,0.741,0.45779,7.41586,0.86678,0.00052975,0.00052975,0.00052975
97,229.422,0.53753,1.36229,0.83818,0.98387,0.55521,0.77027,0.75184,0.43759,7.30691,0.88042,0.0005248,0.0005248,0.0005248
98,231.736,0.54083,1.40491,0.83416,0.98387,0.55521,0.76978,0.72741,0.4535,7.29559,0.89612,0.00051985,0.00051985,0.00051985
99,234.055,0.53097,1.3933,0.83104,0.98387,0.54908,0.7672,0.72647,0.45284,7.46469,0.89017,0.0005149,0.0005149,0.0005149
100,236.396,0.55607,1.34415,0.83655,0.98387,0.54294,0.76526,0.71407,0.46706,7.84919,0.88421,0.00050995,0.00050995,0.00050995
101,238.782,0.53676,1.40893,0.84331,0.98387,0.54294,0.76897,0.73161,0.45769,7.94249,0.87517,0.000505,0.000505,0.000505
102,241.322,0.54461,1.38945,0.82862,0.99179,0.5448,0.7705,0.73041,0.45669,8.03558,0.86238,0.00050005,0.00050005,0.00050005
103,243.781,0.53547,1.39906,0.83153,0.98387,0.54601,0.7705,0.73969,0.4456,7.98405,0.85473,0.0004951,0.0004951,0.0004951
104,246.275,0.51292,1.36416,0.83103,0.98387,0.54601,0.7705,0.75114,0.44836,7.65705,0.8626,0.00049015,0.00049015,0.00049015
105,248.787,0.52702,1.38006,0.83567,0.98387,0.54601,0.7705,0.75252,0.43313,7.75476,0.84723,0.0004852,0.0004852,0.0004852
106,251.164,0.52467,1.42231,0.83927,0.98387,0.54601,0.7705,0.75011,0.44385,7.6293,0.84858,0.00048025,0.00048025,0.00048025
107,253.495,0.54532,1.42966,0.84313,0.98387,0.54601,0.7705,0.73658,0.42801,7.64893,0.84498,0.0004753,0.0004753,0.0004753
108,255.848,0.56661,1.38767,0.83763,0.98387,0.54601,0.7705,0.74573,0.44303,7.90921,0.85384,0.00047035,0.00047035,0.00047035
109,258.235,0.51107,1.31618,0.83319,0.99048,0.54601,0.7705,0.76588,0.43182,8.11705,0.84964,0.0004654,0.0004654,0.0004654
110,260.842,0.51624,1.38085,0.83072,0.9854,0.54601,0.7705,0.74312,0.45156,7.8957,0.85876,0.00046045,0.00046045,0.00046045
111,263.421,0.50589,1.33403,0.83204,0.98387,0.54601,0.77002,0.74057,0.45503,7.87312,0.85668,0.0004555,0.0004555,0.0004555
112,266.057,0.53235,1.3361,0.82741,0.98387,0.54601,0.7705,0.7375,0.46309,7.89565,0.84763,0.00045055,0.00045055,0.00045055
113,268.481,0.54967,1.39239,0.843,0.99209,0.54601,0.7705,0.7315,0.46303,7.73677,0.85088,0.0004456,0.0004456,0.0004456
114,270.896,0.52706,1.31743,0.82878,0.98387,0.54601,0.7705,0.72229,0.45751,7.96919,0.85343,0.00044065,0.00044065,0.00044065
115,273.364,0.50481,1.31944,0.83126,0.98757,0.54601,0.7705,0.74017,0.43617,7.99917,0.85034,0.0004357,0.0004357,0.0004357
116,275.941,0.5238,1.34502,0.82505,0.98387,0.54601,0.7705,0.72561,0.44765,7.98275,0.85656,0.00043075,0.00043075,0.00043075
117,278.293,0.50786,1.31183,0.82758,0.98387,0.54601,0.7705,0.7237,0.46474,8.11458,0.85334,0.0004258,0.0004258,0.0004258
118,280.646,0.50958,1.29673,0.83067,0.99262,0.54601,0.7705,0.75788,0.43073,8.28485,0.84197,0.00042085,0.00042085,0.00042085
119,283.041,0.51577,1.35443,0.83766,0.98387,0.54601,0.7684,0.73975,0.45503,8.10047,0.84715,0.0004159,0.0004159,0.0004159
120,285.42,0.50126,1.31765,0.82773,0.98387,0.54601,0.76518,0.73411,0.4418,8.01813,0.85012,0.00041095,0.00041095,0.00041095
121,287.778,0.50353,1.32364,0.8311,0.98387,0.54601,0.76518,0.7401,0.45295,7.97051,0.85127,0.000406,0.000406,0.000406
122,290.19,0.51682,1.30576,0.83392,0.98387,0.54601,0.76566,0.74333,0.45746,7.96451,0.8497,0.00040105,0.00040105,0.00040105
123,292.577,0.5246,1.36273,0.83058,0.98387,0.54601,0.7647,0.73639,0.4594,8.00615,0.85117,0.0003961,0.0003961,0.0003961
124,294.962,0.52436,1.30838,0.82613,0.98387,0.54601,0.76518,0.73697,0.4481,8.27191,0.84281,0.00039115,0.00039115,0.00039115
125,297.327,0.52308,1.29512,0.83432,0.98387,0.54601,0.76566,0.75274,0.43733,8.2767,0.84519,0.0003862,0.0003862,0.0003862
126,299.712,0.55837,1.33509,0.84125,0.98387,0.54601,0.76566,0.76022,0.41593,8.17517,0.83733,0.00038125,0.00038125,0.00038125
127,302.27,0.49358,1.34812,0.82128,0.98387,0.54601,0.77002,0.7656,0.40589,8.01383,0.83094,0.0003763,0.0003763,0.0003763
128,304.685,0.52422,1.31304,0.84677,1,0.54431,0.7705,0.76377,0.44526,7.89597,0.83728,0.00037135,0.00037135,0.00037135
129,307.075,0.52994,1.33203,0.83177,1,0.54244,0.7705,0.74133,0.46094,7.80765,0.84535,0.0003664,0.0003664,0.0003664
130,309.453,0.51757,1.27195,0.83807,0.98387,0.54601,0.77002,0.75543,0.43135,7.74788,0.84212,0.00036145,0.00036145,0.00036145
131,311.778,0.50857,1.33687,0.8292,0.98387,0.54601,0.77002,0.75724,0.42526,7.76041,0.84646,0.0003565,0.0003565,0.0003565
132,314.219,0.48881,1.29059,0.82995,1,0.54601,0.7705,0.74355,0.4608,7.76614,0.85973,0.00035155,0.00035155,0.00035155
133,316.751,0.51183,1.33001,0.83548,0.99728,0.54601,0.7705,0.73067,0.48735,7.62118,0.85979,0.0003466,0.0003466,0.0003466
134,319.227,0.50529,1.24234,0.82785,0.99737,0.54601,0.7705,0.7458,0.47006,7.95632,0.84754,0.00034165,0.00034165,0.00034165
135,321.552,0.49119,1.22126,0.83002,1,0.54601,0.7705,0.7471,0.46876,8.1487,0.84841,0.0003367,0.0003367,0.0003367
136,323.985,0.47419,1.25332,0.8298,0.99696,0.54601,0.7705,0.76368,0.43811,8.03144,0.84181,0.00033175,0.00033175,0.00033175
137,326.337,0.4887,1.24253,0.82709,0.99717,0.54601,0.7705,0.73353,0.47138,7.96873,0.84795,0.0003268,0.0003268,0.0003268
138,328.794,0.50707,1.28473,0.82783,0.99742,0.54601,0.7705,0.75598,0.46954,7.74555,0.85234,0.00032185,0.00032185,0.00032185
139,331.123,0.50286,1.27076,0.8264,0.99606,0.54601,0.7705,0.75914,0.46112,7.60689,0.85538,0.0003169,0.0003169,0.0003169
140,333.47,0.52021,1.29519,0.8356,0.99802,0.54601,0.7705,0.75177,0.46621,7.5894,0.85661,0.00031195,0.00031195,0.00031195
141,335.804,0.50725,1.25976,0.8203,0.99433,0.54601,0.7705,0.73443,0.46911,7.78596,0.85571,0.000307,0.000307,0.000307
142,338.134,0.50751,1.3031,0.82545,0.98722,0.54601,0.7705,0.73118,0.47259,8.02817,0.85552,0.00030205,0.00030205,0.00030205
143,340.526,0.5133,1.26352,0.82924,0.99488,0.54601,0.7705,0.73897,0.47253,8.13554,0.85474,0.0002971,0.0002971,0.0002971
144,342.888,0.51482,1.30221,0.82793,0.98387,0.54601,0.77002,0.74115,0.47196,7.93407,0.86322,0.00029215,0.00029215,0.00029215
145,345.24,0.51182,1.38359,0.84304,0.98387,0.54601,0.7705,0.74371,0.46536,7.82614,0.86284,0.0002872,0.0002872,0.0002872
146,347.591,0.52032,1.28495,0.83353,0.98387,0.54601,0.77002,0.74334,0.45231,7.69766,0.85876,0.00028225,0.00028225,0.00028225
147,349.946,0.4972,1.24256,0.82944,0.98387,0.54601,0.77002,0.73552,0.44797,7.73141,0.86018,0.0002773,0.0002773,0.0002773
148,352.323,0.53922,1.43119,0.823,0.98815,0.54601,0.7705,0.73781,0.45113,8.00778,0.85663,0.00027235,0.00027235,0.00027235
149,354.642,0.48189,1.23478,0.82311,0.99559,0.54601,0.7705,0.73656,0.45705,8.03751,0.85657,0.0002674,0.0002674,0.0002674
150,356.975,0.48953,1.2605,0.82873,0.99308,0.54528,0.7705,0.73682,0.44467,8.05216,0.85218,0.00026245,0.00026245,0.00026245
151,359.555,0.50734,1.32288,0.82939,0.99638,0.54601,0.7705,0.74136,0.45586,7.97278,0.86517,0.0002575,0.0002575,0.0002575
152,361.919,0.50952,1.28241,0.82366,0.99412,0.54601,0.7705,0.73929,0.4584,8.06409,0.85567,0.00025255,0.00025255,0.00025255
153,364.334,0.50466,1.26299,0.83174,0.99224,0.54601,0.7705,0.75999,0.43092,8.0089,0.84788,0.0002476,0.0002476,0.0002476
154,366.734,0.48725,1.22812,0.82748,0.99548,0.54601,0.7705,0.73987,0.43569,7.91251,0.8463,0.00024265,0.00024265,0.00024265
155,369.089,0.53172,1.32404,0.83396,0.99416,0.54601,0.7705,0.7491,0.43995,7.85383,0.84698,0.0002377,0.0002377,0.0002377
156,371.451,0.48241,1.23432,0.83173,0.99025,0.54499,0.7705,0.73379,0.43966,7.63861,0.84664,0.00023275,0.00023275,0.00023275
157,373.793,0.49524,1.29287,0.83131,0.9897,0.54544,0.7705,0.73484,0.43571,7.6482,0.84779,0.0002278,0.0002278,0.0002278
158,376.132,0.51015,1.33785,0.83447,0.98998,0.54601,0.7705,0.74936,0.43008,7.64904,0.85397,0.00022285,0.00022285,0.00022285
159,378.465,0.49097,1.2772,0.83029,0.99283,0.54601,0.7705,0.7417,0.442,7.83924,0.86017,0.0002179,0.0002179,0.0002179
160,380.916,0.48235,1.22524,0.81714,0.98548,0.54601,0.7705,0.74955,0.43071,8.0764,0.85031,0.00021295,0.00021295,0.00021295
161,383.263,0.45367,1.17019,0.81031,0.9902,0.54601,0.7705,0.73434,0.44138,8.18679,0.84924,0.000208,0.000208,0.000208
162,385.764,0.48499,1.27111,0.82822,0.99378,0.54601,0.7705,0.73439,0.45245,8.15861,0.84745,0.00020305,0.00020305,0.00020305
163,388.252,0.48705,1.24109,0.82267,0.99301,0.54601,0.7705,0.75054,0.44605,8.1253,0.84763,0.0001981,0.0001981,0.0001981
164,390.634,0.49304,1.2807,0.82696,0.99176,0.54601,0.7705,0.74832,0.44427,8.1596,0.84723,0.00019315,0.00019315,0.00019315
165,392.951,0.49702,1.23657,0.82473,0.99487,0.54601,0.7705,0.74139,0.44148,8.0912,0.84637,0.0001882,0.0001882,0.0001882
166,395.278,0.49655,1.19953,0.82377,0.99636,0.54601,0.7705,0.74931,0.44956,8.04023,0.85048,0.00018325,0.00018325,0.00018325
167,397.605,0.49368,1.18113,0.82808,0.99407,0.54601,0.7705,0.74221,0.45329,8.03832,0.85348,0.0001783,0.0001783,0.0001783
168,399.961,0.47842,1.18276,0.82329,0.9862,0.54601,0.7705,0.73743,0.45577,8.04387,0.8566,0.00017335,0.00017335,0.00017335
169,402.28,0.47105,1.20509,0.82632,0.98387,0.54601,0.7705,0.72907,0.46652,8.07438,0.86138,0.0001684,0.0001684,0.0001684
170,404.603,0.46622,1.1782,0.82159,0.98387,0.54601,0.7705,0.72776,0.46794,8.07132,0.8608,0.00016345,0.00016345,0.00016345
171,406.941,0.49253,1.32692,0.82567,0.99202,0.54394,0.7705,0.7273,0.47091,8.15573,0.85401,0.0001585,0.0001585,0.0001585
172,409.293,0.46846,1.21057,0.8261,0.99616,0.54592,0.7705,0.73244,0.47225,8.02815,0.85423,0.00015355,0.00015355,0.00015355
173,411.625,0.48077,1.24567,0.82271,0.99714,0.54601,0.7705,0.7305,0.46977,8.00536,0.85316,0.0001486,0.0001486,0.0001486
174,414.004,0.45955,1.14299,0.82087,0.99699,0.54601,0.7705,0.75226,0.44637,8.04403,0.84888,0.00014365,0.00014365,0.00014365
175,416.447,0.4656,1.22055,0.83218,0.99645,0.54601,0.7705,0.75234,0.45711,8.12611,0.85043,0.0001387,0.0001387,0.0001387
176,418.896,0.47953,1.20007,0.82143,0.9952,0.54601,0.7705,0.75079,0.46154,8.15063,0.85199,0.00013375,0.00013375,0.00013375
177,421.326,0.45401,1.12579,0.82608,0.99527,0.54601,0.7705,0.74999,0.45597,8.13543,0.84974,0.0001288,0.0001288,0.0001288
178,423.683,0.49725,1.20991,0.82345,0.99702,0.54601,0.7705,0.74901,0.45661,8.13481,0.8523,0.00012385,0.00012385,0.00012385
179,426.004,0.48922,1.23748,0.8291,1,0.54601,0.7705,0.74841,0.44732,8.1276,0.84988,0.0001189,0.0001189,0.0001189
180,428.351,0.48219,1.18225,0.81965,1,0.54601,0.7705,0.7474,0.45486,8.10694,0.85064,0.00011395,0.00011395,0.00011395
181,442.076,0.44055,1.2389,0.81222,1,0.54601,0.7705,0.73085,0.47094,8.16214,0.84998,0.000109,0.000109,0.000109
182,444.359,0.41499,1.20512,0.80487,1,0.54601,0.7705,0.74641,0.45408,8.10616,0.84205,0.00010405,0.00010405,0.00010405
183,446.622,0.45552,1.23991,0.81994,0.99352,0.54579,0.7705,0.73909,0.46121,8.17962,0.84234,9.91e-05,9.91e-05,9.91e-05
184,448.917,0.40525,1.1775,0.79701,0.98387,0.54525,0.7705,0.73912,0.46087,8.18752,0.84387,9.415e-05,9.415e-05,9.415e-05
185,451.238,0.41242,1.17803,0.80301,0.98525,0.54565,0.7705,0.74279,0.44999,8.30372,0.84646,8.92e-05,8.92e-05,8.92e-05
186,453.657,0.41066,1.17938,0.81136,0.98817,0.54583,0.7705,0.72935,0.45589,8.47667,0.84798,8.425e-05,8.425e-05,8.425e-05
187,455.927,0.4284,1.21999,0.8103,0.99024,0.54598,0.7705,0.7273,0.45948,8.55079,0.84983,7.93e-05,7.93e-05,7.93e-05
188,458.224,0.4279,1.27745,0.80857,0.99181,0.54601,0.7705,0.72991,0.46387,8.55909,0.85237,7.435e-05,7.435e-05,7.435e-05
